Action Stock Horse Foal,Model Number,Name,Color,Release Dates,Released Through/Notes
Lady Phase,,Test Color Hand Spotted Black Leopard Lady Phase,black leopard,1993,BreyerFestLive Auction(1 made)
Lady Phase,,Solid Bay Spotted Appaloosa Mare #40,bay,1994,BreyerFestLive Auction(1 made)
Lady Phase,,Palomino Lady Phase with Tri-Eyes,"palomino, white points",1995,BreyerFestLive Auction(1 made)
Lady Phase,,Apricot Dun,apricot dun,1997,BreyerFestLive Auction(1 made)With Certificate of Authenticity
Lady Phase,,Dusty Dun w/Tri-Color Eyes,"dusty dun, tri-color eyes, black points",1998,BreyerFestLive Auction(1 made)With Certificate of Authenticity
Lady Phase,,Grey Roan Blanket Appaloosa with Tri-Eyes,"grey roan blanket, tri-eyes",1999,BreyerFestLive Auction(1 made)
Lady Phase,,Sorrel Overo Lady Phase,"sorrel overo, bald face, pink muzzle, flaxen mane/tail, three stockings, not off hind",2000,BreyerFestLive Auction(1 made)
Lady Phase,,Soft Red Roan Pinto Lady Phase with Coon Tail,"red roan, blaze into snip, darker mane/tail, shaded muzzle, fore socks",2001,BreyerFestLive Auction(1 made)With Certificate of Authenticity.
Lady Phase,,Smutty Palomino Lady Phase,"smutty dappled palomino, star, shaded muzzle, eye whites, flaxen mane/tail, off hind sock",2001,BreyerFestLive Auction(1 made)With Certificate of Authenticity.
Lady Phase,,"Glossy Dapple Dun ""Hope n Glory"" Lady Phase #40",glossy dappled dun,2003,BreyerFestLive Auction(1 made)
Lady Phase,,Silver Dapple,"glossy silver dapple, shaded muzzle, light grey mane/tail, off hind sock",2004,BreyerFestLive Auction(1 made)With Certificate of Authenticity
Lady Phase,,Glossy ChestnutPintaloosa,"glossy chestnut pintaloosa, stripe, lighter chestnut mane/tail, stockings",2005,BreyerFestLive Auction(1 made)With Certificate of Authenticity
Lady Phase,,Bay Blanket Appaloosa with Peacock and Ghost Spots,"bay blanket, bald face, pink nose, black points",2006,BreyerFestLive Auction(1 made)
Lady Phase,,Lot #22LadyPhase,"glossy bay roan paint, bald face, black points",2008,BreyerFestLive Auction(1 made)
Lady Phase,,Jane,"chestnut, stripe, snip, shaded muzzle, slightly darker mane/tail",2009,BreyerFestLive Auction(1 made)
Lady Phase,,LavenderJade Decorator Lady Phase,lavender jade decorator pattern,2009,BreyerFestLive Auction(1 made)
Lady Phase,,Silver Dilute Dun,silver dilute dun,2010,BreyerFestLive Auction(1 made)
Lady Phase,,Surprise!!,"high gloss dapple rose grey pintaloosa, black and white mane, white tail, hind socks",2011,BreyerFestLive Auction(1 made)
Lady Phase,,"Design Your Own Breyer""Palomino Lady Phase-Mold #40""","glossy dappled palomino, seahorse shaped star, tri-colored eyes, white mane/tail",2014,BreyerFestSilent Auction(1 made)With Certificate of Authenticity
Lady Phase,,Mold No. 40 Lady Phase Star Dapple Rose Grey,"dapple rose grey, dark grey points",2015,BreyerFestLive Auction(1 made)
Lady Phase,,Lady Phase Chestnut Pinto on Mold No. 40,chestnut tobiano,2016,BreyerFestLive Auction(1 made)
Lady Phase,,Sandy Metallic Chestnut Tobianoon the Lady Phase (mold #40),"sandy metallic chestnut tobiano pinto with cat tracks, ermine spots, hoof stripes, and mapping",2017,No NANsenseSilent Auction(1 made)
Lady Phase,,Pearly Leopard Appaloosa w/ Ghost Spotting,pearly leopard appaloosa w/ ghost spotting,2021,BreyerFestLive Auction(1 made)With Certificate of Authenticity
Vanner Mare,10091,Fighter& Survivor,dark bay sabino,2024,"BreyerFestStore Special(2,500 made)""BreyerFest 2024"" stamped on belly"
Vanner Mare,90211,Rhiannon& Rhemi,dappled sooty buckskin tobiano,2023,Premier Collection
Lady Roxanna,Marguerite Henry's Lady Roxanna,"alabaster, grey-shaded eyes and nose, rose 
	grey mane/tail,",1986-1988,"Artist SeriesWith small ""Artist Series"" brochure."
Lady Roxanna,Prancing Arabian Mare,"light sorrel, flaxen mane/tail, near fore and 
	hind stockings",1988-1989,
Lady Roxanna,"Cinnamon, Appaloosa","red chestnut blanket, long star, tri-color 
	eyes, dark grey-chestnut points, four stockings",1996,Limited Edition
Lady Roxanna,Sahara,"shaded fleabitten grey, snip, darker points, 
	near fore sock",2004-2006,My Favorite Horsesseries
Lady Roxanna,Proud Mare and Newborn FoalWithAndalusian Foal,"slightly glossy chocolate sorrel, solid face, 
	dark red mane/tail, four stockings",1993,
Lady Roxanna,Proud Mare and Newborn FoalWithAndalusian Foal,"rosey dun, solid tan face, darker grey dun 
	mane/tail, dorsal stripe, near fore stocking",1993,
Lady Roxanna,Lady Roxana,"tan dun, solid tan face, darker grey dun 
	mane/tail, dorsal stripe, near fore stocking",1996,Leftovers of #3161
Lady Roxanna,"Cinnamon, AppaloosaWith removable blue rosette ribbon","red chestnut blanket, long star, tri-color 
	eyes, dark grey-chestnut points, four stockings",1996,JCPenneyHoliday CatalogSame as #939
Lady Roxanna,Sandy Bay,"sandy bay, black mane/tail, four stockings",1994,BreyerFestLive Auction(1 made)
Le Fire,1175,"Susecion, Hall of Fame Arabian Mare and Her *Bask Son, Le FireWithSusecion",chestnut,2002-2005,
Le Fire,1324,Mare and Foal Color Crazy EventWithSusecion,grey pinto,2008,Treasure Hunt
Le Fire,1324G,Glossy Mare and Foal Color Crazy EventWithSusecion,glossy grey pinto,2008,BreyerWestLive Show(1 made)
Le Fire,1324,Mare and Foal Color Crazy Event - variationWithSusecion,grey,2008,Treasure Hunt
Le Fire,1324G,Mare and Foal Color Crazy Event - variationWithSusecion,glossy grey,2008,BreyerWestLive Show(4 made)
Le Fire,90128,Decoupage & Impressionistic PageWithSusecion,bay pinto,2004,Connoisseur Series(350 made)With Certificate of Authenticity
Le Fire,410146,Pinto Half Arabian FamilyWithHuckleberry BeyandSusecion,chestnut pinto,2006,JCPenneyHoliday Catalog
Le Fire,430011,Arabian Mare and FoalWithSusecion,chestnut,2014,Warehouse FindSame as #1175
Le Fire,504002,Baby'sFirst Steps Mare and Foal SetWithSusecion,palomino,2002,QVC
Le Fire,711165,Naomi & WynonnaBay Appaloosa Mare & FoalWithSusecion,bay blanket,2013,"BreyerFestSpecial Run(1,200 made)""BreyerFest 2013"" stamped on belly"
Le Fire,711421,Queen Mum and the PrinceRabicano Roan SetWithSusecion,Rabicano roan,2012,"BreyerFestLive Auction (1 made)BreyerFestSunday Raffle Prize(25 made)""BreyerFest 2012"" stamped on belly"
Le Fire,712067,A Mother's LoveWhinny & NickerWithSusecion,chestnut,2012,"Collectors Club Web Special(222 made)""A Mother's Love 2012"" stamped on belly"
Le Fire,712222,Zion and MoabWithSusecion,dun overo,2017,America the Beautiful Series(350 made)
Le Fire,712394,Diadem and AlcorWithSusecion,"inky black coat w/ blue, purple and gold undershading, gold horn and hooves",2021,Web Special
Le Fire,760251,Mariposa and FlorWithSusecion,bay w/ star,2023,Flagship stores only
Le Fire,,Red Dun Nuzzling Mare and FoalWithSusecion,red dun,2002,BreyerFestLive Auction(1 made)
Le Fire,,"Copenhagen Decorator With White Points Susecionand Le Fire, Molds 580 and 581WithSusecion",Copenhagen,2003,BreyerFestLive Auction(1 made)
Le Fire,,Dappled SteelGrey Arab Mare and Bay ColtWithSusecion,bay,2009,BreyerFestLive Auction(1 made)
Le Fire,,Susecion & Le FireWithSusecion,glossygrey,2008,BreyerWestLive Show prize (4 made)
Le Fire,,Susecion & Le FireWithSusecion,glossy greysabino,2008,BreyerWestLive Show prize (1 made)
Le Fire,,TheGift(Bronze metal on hardwood base)WithSusecion,bronze,20022009,Scottsdale Arabian Show(~15 made)BreyerFestStore(10 made)
Le Fire,,Dapple Grey Arab Mare and Chestnut Overo ColtWithSusecion,chestnut overo,2021,BreyerFestLive Auction(1 made)
Walking Thoroughbred,1038,Cody's Wish,"dark bay, star, coronet on right hind",2023,
Walking Thoroughbred,1759,"Cortes ""C""","black, star, black mane/tail, hind socks",2016-2017,
Walking Thoroughbred,1759,"Glossy Cortes ""C""","glossy black, star, black mane/tail, hind socks",2016,"BreyerFestOpen Show Sectional Champion, Youth Show Grand Champion(50 made)With Certificate of Authenticity"
Walking Thoroughbred,9300,JustifyWith rose garland,"chestnut, blaze, snip, darker mane/tail off hind sock",2018-2020,
Walking Thoroughbred,90169,Carrick,"matte dappled palomino pinto, shaded muzzle with pink snip, white mane/tail, near fore and off hind socks, near hind and off fore stockings",2013,Premier Collection(753 total matte/glossy made)With Certificate of Authenticity
Walking Thoroughbred,90169,Carrick,"glossy dappled palomino pinto, shaded muzzle with pink snip, white mane/tail, near fore and off hind socks, near hind and off fore stockings",2013,Premier Collection(753 total matte/glossy made)With Certificate of Authenticity
Walking Thoroughbred,90169,CarrickOn base,"matte dappled palomino pinto, shaded muzzle with pink snip, white mane/tail, near fore and off hind socks, near hind and off fore stockings",2013,Premiere Collection(1 made)With Certificate of Authenticity
Walking Thoroughbred,301152,Travis- Pinto Sport Horse,"black pinto, white mane, black shading to white tail",2014,Tractor Supply Companylate season release
Walking Thoroughbred,711183,Bonne Fête,"red bay extended blanket, black mane, grey and black tail",2014,"BreyerFestSpecial Run(1,475 made)""BreyerFest 2014"" stamped on belly"
Walking Thoroughbred,711183,Bonne Fête,"silver charm, pink muzzle, white points",2014,"BreyerFestSpecial Run(25 made)""BreyerFest 2014"" stamped on belly"
Walking Thoroughbred,711281,BrassHat,"matte or semi-gloss bay, black points",2018,"BreyerFestCelebration Model(8,500 made)"
Walking Thoroughbred,711281,Glossy Brass Hat,"glossy bay, black points",2018,"BreyerFest,BreyerWestandScottsdale StampedeSilent Auctions(~3 made)"
Walking Thoroughbred,711468,Caipirinha,dapple rose grey,2016,"BreyerFestVolunteer Model(163 made)Stamped ""BreyerFest 2016"" on belly"
Walking Thoroughbred,711468,GlossyCaipirinha,glossy dapple rose grey,2016,BreyerFestandBreyerWestVolunteer Model(4 made)
Walking Thoroughbred,712119,Cafe Au Lait,"dun, bald face, dorsal stripe, primitive leg barring, fore socks, hind stockings",2014,"Big Easy BashEvent Model(200 made)""Limited Edition 2014"" stamped on belly."
Walking Thoroughbred,712387,Baruti,"gemsbok markings, tan over a white basecoat",2021,"Wild Animal Series(300 made)""Wild Animal Series Limited Edition"" stamped on belly."
Walking Thoroughbred,,Bay Roan Carrick,"bay roan, diamond, shaded muzzle, darker head, black points, near fore coronet, off hind sock",2013,BreyerFestLive Auction(1 made)
Walking Thoroughbred,,Mold No. 724 Walking Thoroughbred  Dark Grullo Lacy Pinto,"lacy grey tobiano, dark grey points, four coronets",2015,BreyerFestLive Auction(1 made)
Walking Thoroughbred,,Walking Thoroughbred Bay Pinto on Mold No. 724,"bay overo, bald face, black mane/tail",2016,BreyerFestLive Auction(1 made)
Walking Thoroughbred,,Buckskin Pintaloosa Carrick (mold #724),buckskin pintaloosa,2017,BreyerFestLive Auction(1 made)
Walking Thoroughbred,,Dapple Chestnut Walking Thoroughbred with Racing Tack,dappled chestnut,2018,BreyerFestSilent Auction(1 made)
Legionario III,68,"Legionario III, Famous Andalusian","alabaster, grey shaded mane/tail knees, and hocks",1979-1990,
Legionario III,68C,Chestnut Legionario,"chestnut, solid face, light chestnut-shaded mane/tail, four stockings",1985,"Bentley Sales, Horses International(~900 made)"
Legionario III,168,"Legionario III, Famous Andalusian","alabaster, grey shaded mane/tail knees, and hocks",~1979,Same as #68Came in blister-wrapped display box.
Legionario III,851,Spanish Pride,"semigloss reddish bay, solid face, black points, near fore stocking",1991-1992,
Legionario III,880,Medieval Knight,"red roan, yellow-tipped dark chestnut mane/tail, grey-shaded head, knees, and hocks",1993-1994,
Legionario III,918,Promenade Andalusian,"matte and semigloss liver chestnut, low blaze extending over muzzle, dark chestnut to white mane/tail, black knees and hocks, four stockings",1995-1996,Mane and tail vary from body color to a lighter red chestnut
Legionario III,977,"Galant, Lusitano","shaded chestnut, blaze, black or bi-color eyes, dark chestnut points, near hind stocking",1997-1998,Model variation with grey hooves known.
Legionario III,1143,Lavrador,"golden metallic dun, black points, dorsal stripe",2000-2002,With hang tag
Legionario III,1217,"Robert Vavra's MajestadWith ""Horses of the Wind"" CD and poppy garlands","alabaster, grey shaded muzzle",2003-2007,
Legionario III,1266,Merry Widower,"metallic black, decorator pattern",2010,Halloween contest(1 made)Same pattern as Marabella'sMerry Widow
Legionario III,1338,Spanish Flamenco Set,dappled grey,2009,"Limited Edition(2,500 made)With Certificate of Authenticity"
Legionario III,1338,Spanish Flamenco Set,,,Additional photos
Legionario III,3070,Legionario III Gift SetWith bookThe Andalusian a Rare Breedand carrying case,"alabaster, grey shaded mane/tail knees, and hocks",1979-1981,Same as #68
Legionario III,410395,"""El Campeador"" Andalusian","dark dapple grey, dappled or solid face, black points",1995,West Coast Model Horse Collectors Jamboree(875 made)With round maroon faux leather hang tag
Legionario III,415091,Legionario,"glossy Florentine, hind stockings",1991,"BreyerFestRaffle, Live Auction(21 made)Model shown is from theBlack Horse RanchModel Horse Collection."
Legionario III,430040,Ulysses,"matte dappled black, black mane/tail",2022,Test Piece Raffle Model(1 made)With Certificate of Authenticity
Legionario III,430043,Andalusian,"red roan, yellow-tipped dark chestnut mane/tail, grey-shaded head, knees, and hocks",2017,Warehouse FindSimilar to #880but without brand on off side hip and with lighter facial shading.
Legionario III,700299,Eclipse,"black, snip, black mane/tail",1999,Breyer Fall Show SpecialWith Certificate of Authenticity
Legionario III,701599,Grane of Gotterdammerung,"glossy silver filigree, pink muzzle, one red eye, white mane/tail, four stockings",1999,"Equitana USA(2,000 made)With Certificate of Authenticity"
Legionario III,702597,Stardust,"dapple grey, white and grey mane/tail, four stockings",1997,"Toys 'R' Us(~4,000-5,000 made)Medallion Series"
Legionario III,707995,Promenade,"matte and semigloss liver chestnut, low blaze extending over muzzle, dark chestnut to white mane/tail, black knees and hocks, four stockings",1995,Q2 Home Shopping NetworkSame as #918
Legionario III,710204,Shaded Chestnut,shaded chestnut,2004,"BreyerFestVolunteer Model, Live Auction(75 made)"
Legionario III,712121,Excalibur,dappled rose grey,2014,Big Easy BashCenterpiece(21 made)
Legionario III,712221,Wailua2nd in theAmerica the Beautifulseries,glossy dapple grey,2017,"Web Special(350 made)""Wailua 2017"" stamped on belly."
Legionario III,712239,Ulysses,"glossy dappled black, black mane/tail",2018,Vintage Club(500 made)
Legionario III,712361,Pinchot,"chocolate palomino, pearly white mane/tail",2020,Seattle Soiree(60 made)
Legionario III,,"Andalusian StallionWith or without English saddle, bridle",alabaster,1979,SearsHoliday CatalogSame as #68
Legionario III,,"Circus Set with RingmasterWith Brenda doll in circus costume, red/white surcingle and crupper, red plume","flocked white, blue glass eyes, with synthetic hair mane/tail, painted on black hooves",1985,JCPenneyHoliday CatalogSome may have brown eyes
Legionario III,,Legionario,bay pinto,1987,Test Model
Legionario III,,Test Color Medium Dappled Grey Legionario,medium dapple grey,1993,BreyerFestLive Auction(1 made)
Legionario III,,Fleabitten Grey,"fleabitten grey, black points",1994,BreyerFestLive Auction(1 made)
Legionario III,,Light Chestnut Legionario III With Flaxen Mane/Tail,"light chestnut, flaxen mane/tail",1995,BreyerFestLive Auction(1 made)
Legionario III,,Liver Chestnut Legionario,liver chestnut,1995,BreyerFestLive Auction(1 made)
Legionario III,,Bourbon Street,"metallic lavender, bald face, gold mane/tail, four socks",2002,"Breyer Premier EventDoor Prize,BreyerFestLive Auction(30 made)"
Legionario III,,Silver Bay Overo,silver bay overo,2010,BreyerFestLive Auction(1 made)
Legionario III,,Red dunalino tobiano pinto Legionario,red dunalino tobiano,2011,BreyerFestLive Auction(1 made)
